route_id,timestamp,turn_10min,revisit_15min
ROUTE_003,09:08,1,0
ROUTE_003,09:09,1,0
ROUTE_003,09:10,1,0
ROUTE_003,09:11,1,0
ROUTE_003,09:12,0,0
ROUTE_003,09:13,0,0
ROUTE_003,09:14,1,0
ROUTE_003,09:15,1,0
ROUTE_003,09:16,1,0
ROUTE_003,09:17,1,0
ROUTE_003,09:18,1,0
ROUTE_003,09:19,2,0
ROUTE_003,09:20,2,0
ROUTE_003,09:21,2,0
ROUTE_003,09:22,2,0
ROUTE_003,09:23,2,0
ROUTE_003,09:24,1,0
ROUTE_003,09:25,1,0
ROUTE_003,09:26,1,0
ROUTE_003,09:27,1,0
ROUTE_003,09:28,1,0
ROUTE_004,09:00,0,0
ROUTE_004,09:01,0,0
ROUTE_004,09:02,0,0
ROUTE_004,09:03,0,0
ROUTE_004,09:04,0,0
ROUTE_004,09:05,0,0
ROUTE_004,09:06,0,0
ROUTE_004,09:07,1,0
ROUTE_004,09:08,2,0
ROUTE_004,09:09,2,0
ROUTE_004,09:10,2,0
ROUTE_004,09:11,2,0
ROUTE_004,09:12,2,0
ROUTE_004,09:13,2,0
ROUTE_004,09:14,2,0
ROUTE_004,09:15,2,0
ROUTE_004,09:16,2,0
ROUTE_004,09:17,2,0
ROUTE_004,09:18,1,0
ROUTE_004,09:19,1,0
ROUTE_004,09:20,1,0
ROUTE_005,09:00,0,0
ROUTE_005,09:01,0,0
ROUTE_005,09:02,0,0
ROUTE_005,09:03,0,0
ROUTE_005,09:04,0,0
ROUTE_005,09:05,0,0
ROUTE_005,09:06,0,0
ROUTE_005,09:07,1,0
ROUTE_005,09:08,1,0
ROUTE_005,09:09,1,0
ROUTE_005,09:10,1,0
ROUTE_005,09:11,1,0
ROUTE_005,09:12,1,0
ROUTE_005,09:13,1,0
ROUTE_005,09:14,1,0
ROUTE_005,09:15,1,0
ROUTE_005,09:16,1,0
ROUTE_005,09:17,0,0
ROUTE_005,09:18,1,0
ROUTE_005,09:19,1,0
ROUTE_005,09:20,1,0
ROUTE_005,09:21,1,0
ROUTE_005,09:22,1,0
ROUTE_005,09:23,2,0
ROUTE_005,09:24,2,0
ROUTE_005,09:25,2,0
ROUTE_005,09:26,2,0
ROUTE_005,09:27,2,0
ROUTE_005,09:28,1,0
ROUTE_005,09:29,1,0
ROUTE_006,09:00,0,0
ROUTE_006,09:01,0,0
ROUTE_006,09:02,0,0
ROUTE_006,09:03,0,0
ROUTE_006,09:04,0,0
ROUTE_006,09:05,0,0
ROUTE_006,09:06,0,0
ROUTE_006,09:07,0,0
ROUTE_006,09:08,1,0
ROUTE_006,09:09,1,1
ROUTE_006,09:10,1,1
ROUTE_006,09:11,1,1
ROUTE_006,09:12,1,1
ROUTE_006,09:13,1,1
ROUTE_006,09:14,2,1
ROUTE_006,09:15,3,1
ROUTE_006,09:16,3,1
ROUTE_006,09:17,3,1
ROUTE_006,09:18,3,1
ROUTE_006,09:19,4,1
ROUTE_006,09:20,4,1
ROUTE_006,09:21,4,1
ROUTE_006,09:22,4,1
ROUTE_006,09:23,4,1
ROUTE_006,09:24,3,0
ROUTE_006,09:25,2,0
ROUTE_006,09:26,2,0
ROUTE_006,09:27,2,0
ROUTE_006,09:28,1,0
ROUTE_006,09:29,0,0
ROUTE_006,09:30,0,0
ROUTE_007,09:00,0,0
ROUTE_007,09:01,0,0
ROUTE_007,09:02,0,0
ROUTE_007,09:03,0,0
ROUTE_007,09:04,0,0
ROUTE_007,09:05,0,0
ROUTE_007,09:06,0,0
ROUTE_007,09:07,0,0
ROUTE_007,09:08,0,0
ROUTE_007,09:09,1,0
ROUTE_007,09:10,1,0
ROUTE_007,09:11,2,0
ROUTE_007,09:12,2,0
ROUTE_007,09:13,2,0
ROUTE_007,09:14,3,0
ROUTE_007,09:15,3,0
ROUTE_007,09:16,3,0
ROUTE_007,09:17,3,0
ROUTE_007,09:18,3,0
ROUTE_007,09:19,2,0
ROUTE_007,09:20,2,0
ROUTE_008,09:00,0,0
ROUTE_008,09:01,0,0
ROUTE_008,09:02,0,0
ROUTE_008,09:03,1,0
ROUTE_008,09:04,2,0
ROUTE_008,09:05,2,0
ROUTE_008,09:06,2,0
ROUTE_008,09:07,2,0
ROUTE_008,09:08,2,0
ROUTE_008,09:09,2,0
ROUTE_008,09:10,2,0
ROUTE_008,09:11,3,0
ROUTE_008,09:12,3,0
ROUTE_008,09:13,2,0
ROUTE_008,09:14,1,0
ROUTE_008,09:15,1,0
ROUTE_008,09:16,1,0
ROUTE_008,09:17,1,0
ROUTE_008,09:18,1,0
ROUTE_008,09:19,1,0
ROUTE_008,09:20,1,0
ROUTE_008,09:21,0,0
ROUTE_008,09:22,0,0
ROUTE_009,09:00,0,0
ROUTE_009,09:01,0,0
ROUTE_009,09:02,0,0
ROUTE_009,09:03,0,0
ROUTE_009,09:04,0,0
ROUTE_009,09:05,0,0
ROUTE_009,09:06,0,0
ROUTE_009,09:07,0,0
ROUTE_009,09:08,0,0
ROUTE_009,09:09,1,0
ROUTE_009,09:10,1,0
ROUTE_009,09:11,1,0
ROUTE_009,09:12,2,0
ROUTE_009,09:13,2,0
ROUTE_009,09:14,2,0
ROUTE_009,09:15,2,0
ROUTE_009,09:16,2,0
ROUTE_009,09:17,2,0
ROUTE_009,09:18,2,0
ROUTE_009,09:19,1,0
ROUTE_009,09:20,2,0
ROUTE_009,09:21,2,0
ROUTE_009,09:22,1,0
ROUTE_009,09:23,1,0
ROUTE_009,09:24,1,0
ROUTE_009,09:25,1,0
ROUTE_009,09:26,1,0
ROUTE_010,09:00,0,0
ROUTE_010,09:01,0,0
ROUTE_010,09:02,0,0
ROUTE_010,09:03,1,0
ROUTE_010,09:04,2,0
ROUTE_010,09:05,2,0
ROUTE_010,09:06,2,0
ROUTE_010,09:07,2,0
ROUTE_010,09:08,2,0
ROUTE_010,09:09,2,0
ROUTE_010,09:10,2,0
ROUTE_010,09:11,2,0
ROUTE_010,09:12,2,0
ROUTE_010,09:13,2,0
ROUTE_010,09:14,1,0
ROUTE_010,09:15,2,0
ROUTE_010,09:16,2,0
ROUTE_010,09:17,2,0
ROUTE_010,09:18,3,1
ROUTE_010,09:19,3,1
ROUTE_010,09:20,3,1
ROUTE_011,09:00,0,0
ROUTE_011,09:01,0,0
ROUTE_011,09:02,0,0
ROUTE_011,09:03,0,1
ROUTE_011,09:04,0,1
ROUTE_011,09:05,0,1
ROUTE_011,09:06,0,1
ROUTE_011,09:07,1,1
ROUTE_011,09:08,1,1
ROUTE_011,09:09,1,1
ROUTE_011,09:10,1,1
ROUTE_011,09:11,1,1
ROUTE_011,09:12,2,1
ROUTE_011,09:13,2,1
ROUTE_011,09:14,2,1
ROUTE_011,09:15,2,1
ROUTE_011,09:16,2,1
ROUTE_011,09:17,1,1
ROUTE_011,09:18,1,0
ROUTE_011,09:19,2,0
ROUTE_011,09:20,3,0
ROUTE_011,09:21,3,0
ROUTE_011,09:22,2,0
ROUTE_011,09:23,3,0
ROUTE_011,09:24,3,0
ROUTE_012,09:00,0,0
ROUTE_012,09:01,0,0
ROUTE_012,09:02,0,0
ROUTE_012,09:03,1,0
ROUTE_012,09:04,2,0
ROUTE_012,09:05,2,0
ROUTE_012,09:06,2,0
ROUTE_012,09:07,2,0
ROUTE_012,09:08,3,0
ROUTE_012,09:09,3,0
ROUTE_012,09:10,4,0
ROUTE_012,09:11,4,0
ROUTE_012,09:12,4,0
ROUTE_012,09:13,3,1
ROUTE_012,09:14,2,1
ROUTE_012,09:15,2,1
ROUTE_012,09:16,2,1
ROUTE_012,09:17,2,1
ROUTE_012,09:18,1,1
ROUTE_012,09:19,1,1
ROUTE_012,09:20,1,1
ROUTE_013,09:00,0,0
ROUTE_013,09:01,0,0
ROUTE_013,09:02,0,0
ROUTE_013,09:03,0,0
ROUTE_013,09:04,0,0
ROUTE_013,09:05,0,0
ROUTE_013,09:06,1,0
ROUTE_013,09:07,2,0
ROUTE_013,09:08,2,0
ROUTE_013,09:09,2,1
ROUTE_013,09:10,2,1
ROUTE_013,09:11,2,1
ROUTE_013,09:12,3,1
ROUTE_013,09:13,3,1
ROUTE_013,09:14,3,1
ROUTE_013,09:15,3,1
ROUTE_013,09:16,2,1
ROUTE_013,09:17,1,1
ROUTE_013,09:18,1,1
ROUTE_013,09:19,1,1
ROUTE_013,09:20,1,1
ROUTE_013,09:21,1,1
ROUTE_013,09:22,1,1
ROUTE_013,09:23,1,1
ROUTE_013,09:24,1,0
ROUTE_014,09:00,0,0
ROUTE_014,09:01,0,0
ROUTE_014,09:02,0,0
ROUTE_014,09:03,1,0
ROUTE_014,09:04,1,0
ROUTE_014,09:05,1,0
ROUTE_014,09:06,2,0
ROUTE_014,09:07,2,0
ROUTE_014,09:08,2,0
ROUTE_014,09:09,2,0
ROUTE_014,09:10,2,0
ROUTE_014,09:11,2,0
ROUTE_014,09:12,2,0
ROUTE_014,09:13,1,0
ROUTE_014,09:14,1,0
ROUTE_014,09:15,1,0
ROUTE_014,09:16,0,0
ROUTE_014,09:17,0,0
ROUTE_014,09:18,1,0
ROUTE_014,09:19,1,0
ROUTE_014,09:20,2,0
ROUTE_014,09:21,3,0
ROUTE_014,09:22,3,0
ROUTE_014,09:23,3,0
ROUTE_014,09:24,3,1
ROUTE_014,09:25,3,1
ROUTE_014,09:26,3,1
ROUTE_014,09:27,3,1
ROUTE_014,09:28,2,1
ROUTE_014,09:29,2,1
ROUTE_014,09:30,1,1
ROUTE_015,09:00,0,0
ROUTE_015,09:01,0,0
ROUTE_015,09:02,0,0
ROUTE_015,09:03,0,0
ROUTE_015,09:04,0,0
ROUTE_015,09:05,0,0
ROUTE_015,09:06,0,0
ROUTE_015,09:07,0,0
ROUTE_015,09:08,0,0
ROUTE_015,09:09,1,0
ROUTE_015,09:10,1,0
ROUTE_015,09:11,1,0
ROUTE_015,09:12,1,0
ROUTE_015,09:13,2,0
ROUTE_015,09:14,2,0
ROUTE_015,09:15,3,0
ROUTE_015,09:16,3,0
ROUTE_015,09:17,3,0
ROUTE_015,09:18,3,0
ROUTE_015,09:19,2,0
ROUTE_015,09:20,2,0
ROUTE_015,09:21,2,0
ROUTE_015,09:22,2,0
ROUTE_015,09:23,1,0
ROUTE_016,09:00,0,0
ROUTE_016,09:01,0,0
ROUTE_016,09:02,0,0
ROUTE_016,09:03,0,0
ROUTE_016,09:04,0,0
ROUTE_016,09:05,0,0
ROUTE_016,09:06,0,0
ROUTE_016,09:07,0,0
ROUTE_016,09:08,1,0
ROUTE_016,09:09,1,0
ROUTE_016,09:10,1,0
ROUTE_016,09:11,2,0
ROUTE_016,09:12,2,0
ROUTE_016,09:13,2,0
ROUTE_016,09:14,2,0
ROUTE_016,09:15,2,0
ROUTE_016,09:16,2,0
ROUTE_016,09:17,2,0
ROUTE_016,09:18,2,0
ROUTE_016,09:19,2,0
ROUTE_016,09:20,2,0
ROUTE_016,09:21,1,0
ROUTE_016,09:22,2,0
ROUTE_016,09:23,2,0
ROUTE_016,09:24,2,0
ROUTE_016,09:25,2,1
ROUTE_016,09:26,2,1
ROUTE_016,09:27,3,1
ROUTE_016,09:28,2,1
ROUTE_016,09:29,2,1
ROUTE_016,09:30,2,1
ROUTE_017,09:00,0,0
ROUTE_017,09:01,0,0
ROUTE_017,09:02,1,0
ROUTE_017,09:03,1,0
ROUTE_017,09:04,1,0
ROUTE_017,09:05,1,0
ROUTE_017,09:06,1,0
ROUTE_017,09:07,1,0
ROUTE_017,09:08,1,0
ROUTE_017,09:09,1,0
ROUTE_017,09:10,1,0
ROUTE_017,09:11,2,0
ROUTE_017,09:12,1,0
ROUTE_017,09:13,2,0
ROUTE_017,09:14,2,0
ROUTE_017,09:15,2,0
ROUTE_017,09:16,2,0
ROUTE_017,09:17,2,0
ROUTE_017,09:18,2,0
ROUTE_017,09:19,2,0
ROUTE_017,09:20,2,0
ROUTE_018,09:00,0,0
ROUTE_018,09:01,0,0
ROUTE_018,09:02,0,0
ROUTE_018,09:03,0,0
ROUTE_018,09:04,0,0
ROUTE_018,09:05,0,0
ROUTE_018,09:06,0,0
ROUTE_018,09:07,1,0
ROUTE_018,09:08,1,0
ROUTE_018,09:09,1,0
ROUTE_018,09:10,1,0
ROUTE_018,09:11,1,0
ROUTE_018,09:12,1,0
ROUTE_018,09:13,1,0
ROUTE_018,09:14,1,0
ROUTE_018,09:15,1,0
ROUTE_018,09:16,1,0
ROUTE_018,09:17,0,0
ROUTE_018,09:18,0,0
ROUTE_018,09:19,1,0
ROUTE_018,09:20,1,0
ROUTE_018,09:21,1,0
ROUTE_018,09:22,1,0
ROUTE_018,09:23,2,0
ROUTE_018,09:24,2,0
ROUTE_019,09:00,0,0
ROUTE_019,09:01,0,0
ROUTE_019,09:02,0,0
ROUTE_019,09:03,0,0
ROUTE_019,09:04,0,0
ROUTE_019,09:05,0,0
ROUTE_019,09:06,0,0
ROUTE_019,09:07,0,0
ROUTE_019,09:08,0,0
ROUTE_019,09:09,0,0
ROUTE_019,09:10,0,0
ROUTE_019,09:11,0,0
ROUTE_019,09:12,0,0
ROUTE_019,09:13,1,0
ROUTE_019,09:14,1,0
ROUTE_019,09:15,1,0
ROUTE_019,09:16,2,0
ROUTE_019,09:17,2,0
ROUTE_019,09:18,2,0
ROUTE_019,09:19,2,0
ROUTE_019,09:20,2,0
ROUTE_019,09:21,3,0
ROUTE_019,09:22,3,0
ROUTE_019,09:23,2,0
ROUTE_019,09:24,2,0
ROUTE_019,09:25,2,0
ROUTE_020,09:00,0,0
ROUTE_020,09:01,0,0
ROUTE_020,09:02,0,0
ROUTE_020,09:03,0,0
ROUTE_020,09:04,0,0
ROUTE_020,09:05,1,0
ROUTE_020,09:06,1,0
ROUTE_020,09:07,1,0
ROUTE_020,09:08,2,0
ROUTE_020,09:09,3,0
ROUTE_020,09:10,3,0
ROUTE_020,09:11,3,0
ROUTE_020,09:12,3,0
ROUTE_020,09:13,3,0
ROUTE_020,09:14,3,0
ROUTE_020,09:15,2,0
ROUTE_020,09:16,2,0
ROUTE_020,09:17,2,0
ROUTE_020,09:18,1,0
ROUTE_020,09:19,0,0
ROUTE_020,09:20,0,0
ROUTE_020,09:21,0,0
ROUTE_020,09:22,0,0
ROUTE_020,09:23,0,0
ROUTE_020,09:24,1,0
ROUTE_020,09:25,1,0
ROUTE_020,09:26,1,0
ROUTE_020,09:27,1,0
ROUTE_020,09:28,1,0
ROUTE_020,09:29,1,0
ROUTE_020,09:30,1,0
ROUTE_021,09:00,0,0
ROUTE_021,09:01,0,0
ROUTE_021,09:02,0,0
ROUTE_021,09:03,0,0
ROUTE_021,09:04,0,0
ROUTE_021,09:05,0,0
ROUTE_021,09:06,0,0
ROUTE_021,09:07,0,0
ROUTE_021,09:08,0,0
ROUTE_021,09:09,1,0
ROUTE_021,09:10,1,0
ROUTE_021,09:11,1,0
ROUTE_021,09:12,1,1
ROUTE_021,09:13,2,1
ROUTE_021,09:14,3,1
ROUTE_021,09:15,3,1
ROUTE_021,09:16,3,1
ROUTE_021,09:17,3,1
ROUTE_021,09:18,3,1
ROUTE_021,09:19,3,1
ROUTE_021,09:20,3,1
ROUTE_021,09:21,3,1
ROUTE_021,09:22,3,1
ROUTE_021,09:23,2,1
ROUTE_021,09:24,2,1
ROUTE_021,09:25,2,1
ROUTE_021,09:26,2,1
ROUTE_021,09:27,2,0
ROUTE_021,09:28,2,0
ROUTE_022,09:00,0,0
ROUTE_022,09:01,0,0
ROUTE_022,09:02,0,0
ROUTE_022,09:03,1,0
ROUTE_022,09:04,1,0
ROUTE_022,09:05,1,0
ROUTE_022,09:06,1,0
ROUTE_022,09:07,1,0
ROUTE_022,09:08,1,0
ROUTE_022,09:09,1,0
ROUTE_022,09:10,1,0
ROUTE_022,09:11,1,0
ROUTE_022,09:12,1,0
ROUTE_022,09:13,0,0
ROUTE_022,09:14,0,0
ROUTE_022,09:15,0,0
ROUTE_022,09:16,1,0
ROUTE_022,09:17,2,0
ROUTE_022,09:18,2,0
ROUTE_022,09:19,2,0
ROUTE_022,09:20,2,0
ROUTE_022,09:21,2,0
ROUTE_022,09:22,2,0
ROUTE_022,09:23,2,0
ROUTE_023,09:00,0,0
ROUTE_023,09:01,0,0
ROUTE_023,09:02,0,0
ROUTE_023,09:03,0,0
ROUTE_023,09:04,0,0
ROUTE_023,09:05,1,0
ROUTE_023,09:06,2,0
ROUTE_023,09:07,2,0
ROUTE_023,09:08,2,0
ROUTE_023,09:09,2,0
ROUTE_023,09:10,2,0
ROUTE_023,09:11,2,0
ROUTE_023,09:12,2,0
ROUTE_023,09:13,2,0
ROUTE_023,09:14,3,0
ROUTE_023,09:15,2,0
ROUTE_023,09:16,1,0
ROUTE_023,09:17,1,0
ROUTE_023,09:18,1,0
ROUTE_023,09:19,1,0
ROUTE_023,09:20,1,0
ROUTE_024,09:00,0,0
ROUTE_024,09:01,0,0
ROUTE_024,09:02,0,0
ROUTE_024,09:03,0,0
ROUTE_024,09:04,0,0
ROUTE_024,09:05,0,0
ROUTE_024,09:06,0,0
ROUTE_024,09:07,0,0
ROUTE_024,09:08,0,0
ROUTE_024,09:09,0,0
ROUTE_024,09:10,0,0
ROUTE_024,09:11,0,0
ROUTE_024,09:12,0,0
ROUTE_024,09:13,1,0
ROUTE_024,09:14,1,0
ROUTE_024,09:15,2,0
ROUTE_024,09:16,2,0
ROUTE_024,09:17,2,0
ROUTE_024,09:18,2,0
ROUTE_024,09:19,2,0
ROUTE_024,09:20,3,0
ROUTE_024,09:21,3,0
ROUTE_024,09:22,3,0
ROUTE_024,09:23,2,0
ROUTE_024,09:24,2,0
ROUTE_024,09:25,1,0
ROUTE_024,09:26,1,0
ROUTE_024,09:27,1,0
ROUTE_024,09:28,1,0
ROUTE_024,09:29,1,0
ROUTE_025,09:00,0,0
ROUTE_025,09:01,0,0
ROUTE_025,09:02,0,0
ROUTE_025,09:03,0,0
ROUTE_025,09:04,1,0
ROUTE_025,09:05,1,0
ROUTE_025,09:06,1,0
ROUTE_025,09:07,1,0
ROUTE_025,09:08,1,0
ROUTE_025,09:09,1,0
ROUTE_025,09:10,1,0
ROUTE_025,09:11,1,0
ROUTE_025,09:12,1,0
ROUTE_025,09:13,1,0
ROUTE_025,09:14,0,0
ROUTE_025,09:15,0,0
ROUTE_025,09:16,0,0
ROUTE_025,09:17,0,0
ROUTE_025,09:18,1,0
ROUTE_025,09:19,1,0
ROUTE_025,09:20,1,0
ROUTE_025,09:21,1,0
ROUTE_025,09:22,2,0
ROUTE_025,09:23,2,0
ROUTE_025,09:24,3,0
ROUTE_025,09:25,3,0
ROUTE_025,09:26,3,0
ROUTE_025,09:27,3,0
ROUTE_025,09:28,2,0
ROUTE_026,09:00,0,0
ROUTE_026,09:01,0,0
ROUTE_026,09:02,0,0
ROUTE_026,09:03,0,0
ROUTE_026,09:04,1,0
ROUTE_026,09:05,1,0
ROUTE_026,09:06,2,0
ROUTE_026,09:07,2,0
ROUTE_026,09:08,2,0
ROUTE_026,09:09,2,0
ROUTE_026,09:10,3,0
ROUTE_026,09:11,4,0
ROUTE_026,09:12,4,0
ROUTE_026,09:13,4,0
ROUTE_026,09:14,4,0
ROUTE_026,09:15,4,1
ROUTE_026,09:16,3,1
ROUTE_026,09:17,3,1
ROUTE_026,09:18,3,1
ROUTE_026,09:19,3,1
ROUTE_026,09:20,2,1
ROUTE_026,09:21,1,1
ROUTE_026,09:22,1,1
ROUTE_026,09:23,1,1
ROUTE_026,09:24,0,1
ROUTE_027,09:00,0,0
ROUTE_027,09:01,0,0
ROUTE_027,09:02,0,0
ROUTE_027,09:03,0,0
ROUTE_027,09:04,1,0
ROUTE_027,09:05,1,0
ROUTE_027,09:06,2,0
ROUTE_027,09:07,2,0
ROUTE_027,09:08,2,0
ROUTE_027,09:09,3,0
ROUTE_027,09:10,3,1
ROUTE_027,09:11,3,1
ROUTE_027,09:12,3,1
ROUTE_027,09:13,3,1
ROUTE_027,09:14,2,1
ROUTE_027,09:15,2,1
ROUTE_027,09:16,1,1
ROUTE_027,09:17,2,1
ROUTE_027,09:18,2,1
ROUTE_027,09:19,2,1
ROUTE_027,09:20,2,1
ROUTE_028,09:00,0,0
ROUTE_028,09:01,0,0
ROUTE_028,09:02,0,0
ROUTE_028,09:03,0,0
ROUTE_028,09:04,0,0
ROUTE_028,09:05,1,0
ROUTE_028,09:06,1,1
ROUTE_028,09:07,2,1
ROUTE_028,09:08,2,1
ROUTE_028,09:09,2,1
ROUTE_028,09:10,2,1
ROUTE_028,09:11,2,1
ROUTE_028,09:12,3,1
ROUTE_028,09:13,3,1
ROUTE_028,09:14,3,1
ROUTE_028,09:15,2,1
ROUTE_028,09:16,2,1
ROUTE_028,09:17,1,1
ROUTE_028,09:18,1,1
ROUTE_028,09:19,1,1
ROUTE_028,09:20,2,1
ROUTE_028,09:21,2,0
ROUTE_028,09:22,1,0
ROUTE_028,09:23,1,0
ROUTE_028,09:24,1,0
ROUTE_028,09:25,2,0
ROUTE_028,09:26,2,0
ROUTE_028,09:27,2,0
ROUTE_028,09:28,2,0
ROUTE_028,09:29,2,0
ROUTE_028,09:30,1,0
ROUTE_029,09:00,0,0
ROUTE_029,09:01,1,0
ROUTE_029,09:02,1,0
ROUTE_029,09:03,1,0
ROUTE_029,09:04,2,0
ROUTE_029,09:05,2,0
ROUTE_029,09:06,2,0
ROUTE_029,09:07,2,0
ROUTE_029,09:08,2,0
ROUTE_029,09:09,2,0
ROUTE_029,09:10,2,0
ROUTE_029,09:11,2,0
ROUTE_029,09:12,2,1
ROUTE_029,09:13,2,1
ROUTE_029,09:14,1,1
ROUTE_029,09:15,1,1
ROUTE_029,09:16,2,1
ROUTE_029,09:17,2,1
ROUTE_029,09:18,2,1
ROUTE_029,09:19,2,1
ROUTE_029,09:20,3,1
ROUTE_029,09:21,2,1
ROUTE_029,09:22,2,1
ROUTE_029,09:23,2,1
ROUTE_029,09:24,2,1
ROUTE_029,09:25,2,1
ROUTE_029,09:26,1,1
ROUTE_029,09:27,1,0
ROUTE_029,09:28,1,0
ROUTE_030,09:00,0,0
ROUTE_030,09:01,0,0
ROUTE_030,09:02,1,0
ROUTE_030,09:03,1,0
ROUTE_030,09:04,1,0
ROUTE_030,09:05,1,0
ROUTE_030,09:06,1,0
ROUTE_030,09:07,1,0
ROUTE_030,09:08,2,0
ROUTE_030,09:09,2,0
ROUTE_030,09:10,2,0
ROUTE_030,09:11,2,0
ROUTE_030,09:12,1,0
ROUTE_030,09:13,1,0
ROUTE_030,09:14,1,0
ROUTE_030,09:15,1,0
ROUTE_030,09:16,1,0
ROUTE_030,09:17,1,0
ROUTE_030,09:18,0,0
ROUTE_030,09:19,1,0
ROUTE_030,09:20,1,0
ROUTE_030,09:21,1,0
ROUTE_030,09:22,1,0
ROUTE_030,09:23,1,0
ROUTE_030,09:24,1,0
ROUTE_031,09:00,0,0
ROUTE_031,09:01,0,0
ROUTE_031,09:02,0,0
ROUTE_031,09:03,1,0
ROUTE_031,09:04,1,0
ROUTE_031,09:05,1,0
ROUTE_031,09:06,1,0
ROUTE_031,09:07,1,0
ROUTE_031,09:08,1,0
ROUTE_031,09:09,1,0
ROUTE_031,09:10,1,0
ROUTE_031,09:11,1,0
ROUTE_031,09:12,1,0
ROUTE_031,09:13,0,0
ROUTE_031,09:14,0,0
ROUTE_031,09:15,0,0
ROUTE_031,09:16,1,0
ROUTE_031,09:17,1,0
ROUTE_031,09:18,2,0
ROUTE_031,09:19,2,0
ROUTE_031,09:20,2,0
ROUTE_031,09:21,2,0
ROUTE_032,09:00,0,0
ROUTE_032,09:01,0,0
ROUTE_032,09:02,0,0
ROUTE_032,09:03,0,0
ROUTE_032,09:04,0,0
ROUTE_032,09:05,0,0
ROUTE_032,09:06,0,0
ROUTE_032,09:07,0,0
ROUTE_032,09:08,0,0
ROUTE_032,09:09,0,0
ROUTE_032,09:10,0,0
ROUTE_032,09:11,0,0
ROUTE_032,09:12,0,0
ROUTE_032,09:13,0,0
ROUTE_032,09:14,0,0
ROUTE_032,09:15,0,0
ROUTE_032,09:16,1,0
ROUTE_032,09:17,1,0
ROUTE_032,09:18,2,0
ROUTE_032,09:19,2,0
ROUTE_032,09:20,2,0
ROUTE_032,09:21,2,0
ROUTE_032,09:22,3,0
ROUTE_033,09:00,0,0
ROUTE_033,09:01,0,0
ROUTE_033,09:02,0,0
ROUTE_033,09:03,0,0
ROUTE_033,09:04,0,0
ROUTE_033,09:05,0,0
ROUTE_033,09:06,0,0
ROUTE_033,09:07,1,0
ROUTE_033,09:08,1,0
ROUTE_033,09:09,1,0
ROUTE_033,09:10,2,0
ROUTE_033,09:11,2,0
ROUTE_033,09:12,2,0
ROUTE_033,09:13,3,0
ROUTE_033,09:14,3,0
ROUTE_033,09:15,3,0
ROUTE_033,09:16,3,0
ROUTE_033,09:17,2,0
ROUTE_033,09:18,3,0
ROUTE_033,09:19,3,0
ROUTE_033,09:20,2,0
ROUTE_033,09:21,2,0
ROUTE_033,09:22,2,1
ROUTE_034,09:00,0,0
ROUTE_034,09:01,0,0
ROUTE_034,09:02,0,0
ROUTE_034,09:03,0,0
ROUTE_034,09:04,1,0
ROUTE_034,09:05,1,0
ROUTE_034,09:06,1,0
ROUTE_034,09:07,1,0
ROUTE_034,09:08,1,1
ROUTE_034,09:09,1,1
ROUTE_034,09:10,1,1
ROUTE_034,09:11,1,1
ROUTE_034,09:12,1,1
ROUTE_034,09:13,1,1
ROUTE_034,09:14,0,1
ROUTE_034,09:15,1,1
ROUTE_034,09:16,1,1
ROUTE_034,09:17,2,1
ROUTE_034,09:18,2,1
ROUTE_034,09:19,2,1
ROUTE_034,09:20,2,1
ROUTE_034,09:21,2,1
